epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,1.6281277060508728,0.3059360730593607,0.22286163728124792,1.573621352513631,0.2830188679245283,0.19428571428571428
2,1.512699007987976,0.3333333333333333,0.2655914799404512,1.0956647396087646,0.5849056603773585,0.4754112554112554
3,1.282316917181015,0.3926940639269406,0.29427249830893887,1.1327447493871052,0.4528301886792453,0.3515347018572825
4,1.1031888127326965,0.4931506849315068,0.46915277275051254,1.0040936668713887,0.5471698113207547,0.38166666666666665
5,0.9510995745658875,0.5114155251141552,0.5035174253382031,0.9437890648841858,0.4716981132075472,0.3344916344916345
6,0.9049659550189972,0.593607305936073,0.6377248568915648,1.2625799179077148,0.2641509433962264,0.19820289855072465
7,0.8323100209236145,0.547945205479452,0.6342722556019242,0.837533434232076,0.6037735849056604,0.4701298701298701
8,0.6811622023582459,0.6757990867579908,0.6737376768889374,1.0084004600842793,0.4339622641509434,0.29174603174603175
9,0.5650814533233642,0.726027397260274,0.8082653429820892,0.8623305956522623,0.5849056603773585,0.42945960849186654
10,0.5375598460435868,0.7671232876712328,0.8497368421052632,0.8672264814376831,0.5660377358490566,0.410453216374269
11,0.35558093786239625,0.8584474885844748,0.9027594627594627,0.8794546326001486,0.5471698113207547,0.38965595807701064
12,0.29183417111635207,0.8995433789954338,0.930948425266885,0.8362631400426229,0.5660377358490566,0.38347826086956516
13,0.24691539481282235,0.9315068493150684,0.952752155427565,0.9134803215662638,0.5094339622641509,0.3738921809510045
14,0.2125732421875,0.9223744292237442,0.9473730865462493,1.1329248944918315,0.4339622641509434,0.3293172300389622
15,0.18066563010215758,0.958904109589041,0.9725675011256658,0.9388579428195953,0.5849056603773585,0.3859536541889483
16,0.14502996504306792,0.9726027397260274,0.9809420427855013,1.1638676921526592,0.4339622641509434,0.3344957264957265
17,0.1291859470307827,0.9680365296803652,0.9788127505249093,0.9991227487723032,0.5660377358490566,0.3872900955253896
