epoch,train_loss,train_acc,val_loss,val_acc
1,1.5810508305376225,0.3333333333333333,1.1545633716242654,0.41509433962264153
2,1.360980171507055,0.3972602739726027,1.0666241347789764,0.5471698113207547
3,1.3112110544334759,0.4474885844748858,1.133699438401631,0.4716981132075472
4,1.2203198248689824,0.4520547945205479,1.4073945454188757,0.41509433962264153
5,1.1686648612672632,0.4840182648401826,1.0294380358287267,0.5471698113207547
6,1.149319901791486,0.4292237442922374,1.0852461159229279,0.4528301886792453
7,1.010105494477532,0.5296803652968036,1.1535729127270835,0.41509433962264153
8,0.9442311942577362,0.5159817351598174,0.9715336561203003,0.6037735849056604
9,0.8939931490204551,0.54337899543379,0.960668568100248,0.6037735849056604
10,0.9463745843280446,0.547945205479452,0.9907561540603638,0.5471698113207547
11,0.8790441030805761,0.5707762557077626,1.0258204298360007,0.5283018867924528
12,0.8239213428714058,0.6164383561643836,1.1444442910807473,0.5283018867924528
13,0.7500466446984898,0.6484018264840182,1.3603110568864005,0.39622641509433965
14,0.7193098718469794,0.6301369863013698,1.173615202307701,0.5660377358490566
15,0.721121510592374,0.6210045662100456,1.1701479873486929,0.5094339622641509
16,0.7068650442090901,0.6301369863013698,1.2423676124640874,0.5471698113207547
17,0.6576758514751088,0.6484018264840182,1.2082579604216985,0.5094339622641509
18,0.5945972770452499,0.6757990867579908,1.3205740749835968,0.49056603773584906
19,0.5272335582158783,0.6940639269406392,1.3710491604038648,0.5283018867924528
