epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,1.6867838501930237,0.1917808219178082,0.14540111708722525,1.4373854001363118,0.22641509433962265,0.07384615384615385
2,1.6744849920272826,0.3287671232876712,0.20042063330589546,1.5153562625249226,0.07547169811320754,0.02807017543859649
3,1.6876360654830933,0.2191780821917808,0.17417288756117608,1.5006521940231323,0.22641509433962265,0.07384615384615385
4,1.6933785915374755,0.2648401826484018,0.19164456596035545,1.480161428451538,0.2641509433962264,0.08358208955223881
5,1.6654040098190308,0.2465753424657534,0.15898046280211883,1.5594329436620076,0.3018867924528302,0.1406151914626491
6,1.5741159200668335,0.2328767123287671,0.19581447963800905,1.517522891362508,0.07547169811320754,0.02807017543859649
7,1.6262306213378905,0.1963470319634703,0.13532677403396912,1.4358045657475789,0.37735849056603776,0.24242424242424238
8,1.6562763452529907,0.2922374429223744,0.2087516701660622,1.422468940416972,0.39622641509433965,0.19965694682675814
9,1.6111786842346192,0.2602739726027397,0.20508081302884867,1.4933504263559978,0.22641509433962265,0.13136288998357964
10,1.548893439769745,0.2968036529680365,0.21642438858724855,1.3631820281346638,0.4716981132075472,0.28510855683269476
11,1.5873556017875672,0.3013698630136986,0.19568745247661065,1.4073144992192586,0.3018867924528302,0.16031641397495056
12,1.5152557611465454,0.3150684931506849,0.23223514718434135,1.4094406366348267,0.3018867924528302,0.20636350636350637
13,1.4125604629516602,0.3287671232876712,0.26626084391324784,1.1329674124717712,0.37735849056603776,0.21609546639972602
14,1.4403907775878906,0.319634703196347,0.25057004667199567,1.520777742067973,0.32075471698113206,0.24332904332904332
15,1.3170419335365295,0.3424657534246575,0.26874974247929967,1.1516611178716023,0.49056603773584906,0.37825317539603254
16,1.2979138314723968,0.3926940639269406,0.2995602682920041,1.147794206937154,0.4716981132075472,0.4197607545433632
17,1.2406853795051576,0.3789954337899543,0.37753056732188683,1.311987042427063,0.3018867924528302,0.1930880713489409
18,1.2504341363906861,0.4703196347031963,0.4292734664997286,1.1815766890843709,0.4339622641509434,0.314
19,1.1467579901218414,0.4292237442922374,0.4282501124606387,1.077449341615041,0.4716981132075472,0.3442038812251578
20,1.1300935983657836,0.3881278538812785,0.36740325759933606,1.3770699103673298,0.37735849056603776,0.2734487644474545
21,1.1269874930381776,0.3881278538812785,0.3684607464275584,1.0613240003585815,0.41509433962264153,0.2723076923076923
22,1.0599513292312621,0.502283105022831,0.5533205699340547,1.1428083777427673,0.33962264150943394,0.27833030852994556
23,0.983403354883194,0.5388127853881278,0.5656413423776367,1.0663404663403828,0.41509433962264153,0.3628571428571429
24,1.0577975034713745,0.4520547945205479,0.4932668231645846,1.1169119874636333,0.39622641509433965,0.3283405483405483
25,0.9707207143306732,0.547945205479452,0.5819158309334936,1.0630479454994202,0.39622641509433965,0.3228501228501228
26,1.0067454516887664,0.4885844748858447,0.569391790242854,1.1557463804880779,0.32075471698113206,0.26774777714332326
27,0.9223569989204407,0.4977168949771689,0.5540606979197218,1.0997944672902424,0.37735849056603776,0.317484654984655
28,0.946999317407608,0.5205479452054794,0.6008031536400459,1.0787942012151082,0.39622641509433965,0.31591887870957636
29,0.8915934324264526,0.5251141552511416,0.6183030955803689,1.0897987286249797,0.33962264150943394,0.26374603174603173
30,0.9380398869514466,0.5205479452054794,0.5762071965930728,1.10553111632665,0.3584905660377358,0.2931965811965812
31,0.8132952213287353,0.5159817351598174,0.5808111888111889,1.097518801689148,0.41509433962264153,0.3421075048982026
