epoch,train_loss,train_acc,val_loss,val_acc
1,1.6447854475541548,0.2648401826484018,1.1998126293931688,0.4528301886792453
2,1.4798831842162392,0.3972602739726027,1.150552055665425,0.41509433962264153
3,1.3188720919869164,0.4155251141552511,0.9947663162435804,0.5660377358490566
4,1.3696454562924125,0.3835616438356164,1.0931065763745988,0.5471698113207547
5,1.183449372920123,0.4748858447488584,0.9598040751048497,0.5849056603773585
6,1.1364428368481723,0.4748858447488584,0.9655112666743142,0.5283018867924528
7,1.097668168219653,0.4703196347031963,0.9948247287954602,0.5660377358490566
8,1.0395904264666818,0.5251141552511416,1.0655241055147988,0.4528301886792453
9,0.9910302828658711,0.5296803652968036,1.0353271535464696,0.37735849056603776
10,0.9861426705663855,0.5296803652968036,1.0327890855925423,0.5283018867924528
11,1.0297404885292054,0.5296803652968036,1.14444366310324,0.5283018867924528
12,0.8030188479206779,0.6027397260273972,1.0161051686320985,0.5471698113207547
