epoch,train_loss,train_acc,val_loss,val_acc
1,1.6198234568942678,0.3333333333333333,1.3039143085479736,0.41509433962264153
2,1.4538705424828964,0.3287671232876712,1.0916073151997157,0.4716981132075472
3,1.2924366788430648,0.4429223744292237,1.3068205501352037,0.41509433962264153
4,1.2313457987525247,0.4246575342465753,1.2915989032813482,0.41509433962264153
5,1.2018009841442108,0.4977168949771689,1.166646271944046,0.5094339622641509
6,1.148133125630292,0.4931506849315068,1.0674454697540827,0.5283018867924528
7,1.1181338337334719,0.5296803652968036,0.9056893757411412,0.6226415094339622
8,1.0375501508062537,0.4931506849315068,1.1232848082269942,0.4528301886792453
9,1.0131905390457674,0.5707762557077626,0.9966023777212415,0.5094339622641509
10,0.869903753562407,0.6027397260273972,0.9745427519083023,0.5849056603773585
11,0.9531746357679367,0.589041095890411,1.00751878959792,0.5660377358490566
12,0.8074024357578972,0.6210045662100456,1.0099045549120222,0.49056603773584906
