epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,1.6407281051982532,0.3424657534246575,0.2583169159039751,1.4359895927565438,0.2641509433962264,0.08358208955223881
2,1.503037884018638,0.3242009132420091,0.2193015531017147,1.1775788835116796,0.49056603773584906,0.24065040650406502
3,1.4294042186303573,0.3789954337899543,0.2944579247855456,1.306391907589776,0.3584905660377358,0.18043478260869567
4,1.437715747681531,0.3789954337899543,0.2779335373440971,1.0367987624236517,0.5849056603773585,0.4152024446142094
5,1.3325858820568433,0.3698630136986301,0.3194286420806124,1.1529742096151625,0.41509433962264153,0.23094949494949496
6,1.2349106365984137,0.4748858447488584,0.3978082178675856,1.0506596054349626,0.5094339622641509,0.3486016628873771
7,1.2334266944365069,0.5296803652968036,0.41533160343175063,1.3104905997003828,0.37735849056603776,0.3139682539682539
8,1.263764346187765,0.4337899543378995,0.3576284584980237,1.008494802883693,0.5471698113207547,0.42585877100712705
9,1.1562338162552226,0.45662100456621,0.3911289546207108,0.9779258710997445,0.5471698113207547,0.38785185185185184
10,1.2646589560942216,0.4657534246575342,0.37736157562244516,0.9943071007728577,0.4528301886792453,0.37639059258249663
11,1.1919235435399143,0.4474885844748858,0.3904841891963952,1.0011515361922128,0.5094339622641509,0.3697217701309773
12,1.1076919636943123,0.5251141552511416,0.430879457392188,1.2388840317726135,0.41509433962264153,0.2504559270516717
13,1.0896808505058289,0.5388127853881278,0.42837970513701873,1.143766816173281,0.5283018867924528,0.40408050730631373
