epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,1.6739081740379333,0.3059360730593607,0.22535926621717967,1.444946010907491,0.3018867924528302,0.18888888888888888
2,1.538108479976654,0.3059360730593607,0.19366186835257884,1.2844853401184082,0.5094339622641509,0.3044241810199257
3,1.4032043814659119,0.3607305936073059,0.2648773879948136,1.1078044176101685,0.4339622641509434,0.21071428571428572
4,1.411244308948517,0.3287671232876712,0.25153024392780987,1.1170890132586162,0.33962264150943394,0.23535933693195482
5,1.2622860670089722,0.410958904109589,0.33856184798807754,0.9769879380861918,0.5471698113207547,0.37306782106782105
6,1.1958224475383759,0.4657534246575342,0.37529508925735344,0.9799595872561137,0.5849056603773585,0.42109090909090907
7,1.147240400314331,0.4703196347031963,0.4869311170949799,1.0484869480133057,0.39622641509433965,0.1882591093117409
8,1.0806285917758942,0.4703196347031963,0.47152031228055585,1.0486478606859844,0.5094339622641509,0.3912307204990132
9,1.0412904560565948,0.4383561643835616,0.42131360544901864,0.992748479048411,0.49056603773584906,0.40706766917293236
10,1.033118200302124,0.4292237442922374,0.47024489795918367,1.1612621545791626,0.32075471698113206,0.32122225600486465
11,0.9048150479793549,0.45662100456621,0.5420950115004082,0.9359728892644247,0.5471698113207547,0.46488583312112725
12,0.8453530550003052,0.5296803652968036,0.6024327051789142,0.9846609433492025,0.5471698113207547,0.4025296442687747
13,0.9296142995357514,0.4977168949771689,0.5968631847440474,0.9321393767992655,0.5849056603773585,0.5532163742690058
14,0.8485015988349914,0.5159817351598174,0.6202798345032937,1.0150325894355774,0.6037735849056604,0.5507017543859649
15,0.8160482406616211,0.54337899543379,0.6415284885612755,0.9352466861406962,0.6037735849056604,0.5483541175148859
16,0.767980545759201,0.5616438356164384,0.681061848296631,0.9313716292381287,0.6037735849056604,0.5396135265700484
17,0.7194073438644409,0.6027397260273972,0.7207684150546749,1.014824092388153,0.4716981132075472,0.4670802139037433
18,0.7282649278640747,0.6164383561643836,0.6887380381394391,0.8862945437431335,0.5849056603773585,0.5127606901725431
19,0.6395827561616898,0.5981735159817352,0.7104582291223648,0.9219351013501486,0.5660377358490566,0.5387325944870702
20,0.7397617787122727,0.6164383561643836,0.7304131852772169,0.8977982401847839,0.5660377358490566,0.5032258064516129
21,0.611713656783104,0.6438356164383562,0.7498321696633508,0.9089283545811971,0.5660377358490566,0.5427264239028945
22,0.589768260717392,0.6666666666666666,0.7402502385821403,0.9218582510948181,0.5849056603773585,0.5538188608776844
23,0.6144431114196778,0.6575342465753424,0.7635820028425301,0.8759363691012064,0.5849056603773585,0.5494486581443103
24,0.5932868242263794,0.6712328767123288,0.7694719933452373,0.8589297930399576,0.6226415094339622,0.5656746031746032
25,0.5775085508823394,0.6666666666666666,0.7686676486186423,0.8602248827616373,0.6415094339622641,0.5806280193236715
26,0.5532579176127911,0.6621004566210046,0.7337100993528393,0.848360002040863,0.6415094339622641,0.5806280193236715
27,0.5856403887271882,0.7031963470319634,0.7969727922741201,0.8252846399943033,0.6415094339622641,0.5822906484196807
28,0.5151822075247765,0.6940639269406392,0.7881253736400318,0.8305049935976664,0.6415094339622641,0.5822906484196807
29,0.5211756139993667,0.680365296803653,0.7659590864508896,0.81944473584493,0.6037735849056604,0.5247472605160833
30,0.5298358649015427,0.6894977168949772,0.7992235183619799,0.8422229886054993,0.5471698113207547,0.5253968253968254
31,0.5078235864639282,0.7214611872146118,0.8136853734988063,0.8348913391431173,0.5471698113207547,0.5253968253968254
32,0.5223294258117676,0.730593607305936,0.8093400497290657,0.8284372488657633,0.6037735849056604,0.5255225166989873
33,0.48338953256607053,0.726027397260274,0.8233477011494253,0.8237714171409607,0.5849056603773585,0.5127606901725431
34,0.5271901071071625,0.7123287671232876,0.7993296307884856,0.8235325614611307,0.6037735849056604,0.5593874226132292
35,0.5176995605230331,0.6666666666666666,0.7653061224489797,0.8267226219177246,0.6037735849056604,0.5593874226132292
36,0.5259305745363235,0.730593607305936,0.8069191527646176,0.8213350176811218,0.6037735849056604,0.5593874226132292
37,0.4917353868484497,0.7031963470319634,0.7965958156205718,0.8139565587043762,0.6226415094339622,0.5673258904837851
