epoch,train_loss,train_acc,val_loss,val_acc
1,1.6085493889721958,0.2968036529680365,1.4586456503186906,0.2641509433962264
2,1.517433068969033,0.3059360730593607,1.2346396744251251,0.5660377358490566
3,1.325354149124839,0.3972602739726027,1.246762603521347,0.4339622641509434
4,1.2612456365065141,0.4292237442922374,1.0035376761640822,0.5660377358490566
5,1.1625555049289356,0.4474885844748858,0.9950515713010516,0.5471698113207547
6,1.2246901999820363,0.4703196347031963,1.107854345015117,0.4528301886792453
7,1.0707053948532452,0.4703196347031963,1.1450088237013136,0.4716981132075472
8,1.0414381216872821,0.4748858447488584,0.9884963035583496,0.4716981132075472
9,1.0266077770428224,0.5114155251141552,0.9441142848559788,0.6037735849056604
10,1.098616183345968,0.4931506849315068,1.2004155729498183,0.3584905660377358
11,0.995343018932776,0.5342465753424658,0.9413022420236042,0.5660377358490566
12,0.9734739268367941,0.5753424657534246,0.9502882446561541,0.5660377358490566
13,0.9356787459416823,0.54337899543379,1.402850370321955,0.4528301886792453
14,0.8629279147494923,0.5799086757990868,1.0414086878299713,0.5660377358490566
15,0.8109990759329362,0.6529680365296804,1.113694110086986,0.4716981132075472
16,0.7241778977892616,0.634703196347032,1.098612027508872,0.49056603773584906
17,0.6923774957656861,0.6301369863013698,1.154749687228884,0.4339622641509434
18,0.6519382127306678,0.6484018264840182,1.243230136377471,0.6037735849056604
19,0.6959819381887262,0.6301369863013698,1.1457327157258987,0.5283018867924528
20,0.591314971446991,0.6940639269406392,1.2106966227293015,0.5471698113207547
