epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,2.0213613572873568,0.1735159817351598,0.1670890594670212,1.7667421579360962,0.03773584905660377,0.014545454545454545
2,1.9423995143488835,0.136986301369863,0.1370344896023603,1.4881831645965575,0.20754716981132076,0.11237579042457091
3,1.8717482780155383,0.2648401826484018,0.2437983727434528,1.4679658174514771,0.22641509433962265,0.13216374269005848
4,1.8062880039215088,0.3242009132420091,0.2973138792453208,1.407446265220642,0.39622641509433965,0.27277584204413474
5,1.748151697610554,0.3972602739726027,0.3591075050709939,1.2751777172088623,0.49056603773584906,0.4041135335252982
6,1.7789863598974127,0.3881278538812785,0.3496019593209289,1.2824406266212462,0.4339622641509434,0.26912529550827424
7,1.6068360742769743,0.4474885844748858,0.43026012277509873,1.2698823928833007,0.4716981132075472,0.35793691389599325
8,1.5645557391016107,0.5525114155251142,0.49045797711235856,1.0945881128311157,0.5471698113207547,0.3623529411764706
9,1.5587324217746132,0.4748858447488584,0.45229750766569704,1.328287625312805,0.39622641509433965,0.3380901856763926
10,1.4299646051306474,0.5388127853881278,0.5408044036750015,1.1279436230659485,0.6037735849056604,0.4763963963963964
11,1.459006152654949,0.5799086757990868,0.5803783882901453,1.1813406825065613,0.5471698113207547,0.4062474562474563
12,1.4090599009865208,0.5981735159817352,0.5745547949736325,1.152828574180603,0.5471698113207547,0.3484912280701754
13,1.349351211598045,0.6118721461187214,0.6125141057494605,1.1962668299674988,0.5094339622641509,0.3994871794871795
14,1.2895630692180835,0.7077625570776256,0.659859696723865,1.1412916302680969,0.6037735849056604,0.4563809523809524
15,1.30195657203072,0.730593607305936,0.6945497450967296,1.1426693797111511,0.6037735849056604,0.43751179022825887
16,1.2508682577233565,0.7351598173515982,0.6941713480318132,1.1961217999458313,0.5849056603773585,0.4304179774012894
17,1.191688824641077,0.7945205479452054,0.738903119545135,1.1553017377853394,0.5283018867924528,0.39811634798847073
18,1.2302001024547375,0.7534246575342466,0.7265313765339838,1.1351906180381774,0.5849056603773585,0.4297733184689706
19,1.1484368600343402,0.8401826484018264,0.7851456420395794,1.1629822373390197,0.5660377358490566,0.43539393939393933
20,1.2329626553937008,0.776255707762557,0.7256533321750712,1.2000294923782349,0.6226415094339622,0.4864988558352403
21,1.093131344569357,0.8264840182648402,0.7677648372877726,1.1779648542404175,0.6037735849056604,0.47086247086247085
22,1.12590449734738,0.8721461187214612,0.81939156989835,1.1932828307151795,0.5283018867924528,0.4303267973856209
23,1.0891945142495005,0.8447488584474886,0.7877866918357715,1.2096653819084167,0.5660377358490566,0.4555630630630631
24,1.0988590717315674,0.8949771689497716,0.8235616670910788,1.2122328758239747,0.5283018867924528,0.4109523809523809
25,1.049336392628519,0.8904109589041096,0.8214769092791527,1.2356261253356933,0.5283018867924528,0.4134310134310134
26,1.1015717418570268,0.867579908675799,0.8002307529018535,1.2439911127090455,0.5471698113207547,0.43709226467847156
27,1.0282139778137207,0.9178082191780822,0.8489054840648841,1.2386536478996277,0.5283018867924528,0.40982970548187936
28,1.0513887907329358,0.8721461187214612,0.8016631509463746,1.2632490038871764,0.4528301886792453,0.38135806046556553
29,1.0403452860681635,0.8904109589041096,0.8188981532242888,1.2621478319168091,0.49056603773584906,0.4
30,1.0507612291135286,0.9360730593607306,0.8656493576069275,1.2705005526542663,0.5283018867924528,0.4134310134310134
31,1.0580549553820962,0.8995433789954338,0.825931341424153,1.2738616943359375,0.5283018867924528,0.4134310134310134
32,1.045614989180314,0.8995433789954338,0.8194982880135682,1.276390552520752,0.5094339622641509,0.4072072072072072
33,1.0297571012848301,0.8858447488584474,0.8099582661347368,1.279621684551239,0.49056603773584906,0.4
34,1.0312906880127757,0.9041095890410958,0.8276474318325935,1.280732023715973,0.49056603773584906,0.4
35,1.0203957589049089,0.9269406392694064,0.8577643908969211,1.2789788007736207,0.49056603773584906,0.4
