epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,2.1019619618143355,0.1461187214611872,0.1377301258969188,1.5367068648338318,0.2641509433962264,0.09032258064516129
2,1.9017074874469213,0.2465753424657534,0.2155842581961985,1.646251142024994,0.03773584905660377,0.014545454545454545
3,1.8394100495747157,0.2922374429223744,0.2938636028912375,1.4597643613815308,0.3018867924528302,0.22200542005420054
4,1.744876938206809,0.2694063926940639,0.2842305814163009,1.302393227815628,0.37735849056603776,0.30812324929971985
5,1.6382198589188712,0.4703196347031963,0.43236326109391127,1.233562484383583,0.4528301886792453,0.2586666666666667
6,1.58687595810209,0.4200913242009132,0.4162139260573892,1.2703580558300018,0.5094339622641509,0.4330622009569378
7,1.5532367655209132,0.4611872146118721,0.4113253143253143,1.2893646955490112,0.5283018867924528,0.4488888888888889
8,1.452619684594018,0.5570776255707762,0.5504223696447582,1.294511303305626,0.5283018867924528,0.46147186147186153
9,1.311226521219526,0.639269406392694,0.5890610660281911,1.1448830962181091,0.5094339622641509,0.3765497076023392
10,1.331586710044316,0.6118721461187214,0.5885660824222044,1.0727655589580536,0.6226415094339622,0.48633666105061985
11,1.2477473403726305,0.6757990867579908,0.6374292905773369,1.176565870642662,0.5471698113207547,0.447969807969808
12,1.173897168466023,0.6986301369863014,0.6593204988717172,1.0415407568216324,0.5849056603773585,0.4296296296296296
13,1.1510967229093825,0.776255707762557,0.7271562280860209,1.1815810799598694,0.5283018867924528,0.3984020810107767
14,1.175617699112211,0.7488584474885844,0.700842784854627,1.1768522560596466,0.6037735849056604,0.46351565187478505
15,1.1410580830914634,0.8310502283105022,0.7648250848250848,1.1772872507572174,0.6226415094339622,0.5045977011494254
16,1.072368004492351,0.8493150684931506,0.7800887902817686,1.1628418266773224,0.6226415094339622,0.5184415584415584
17,1.034885979124478,0.8858447488584474,0.8135817169764975,1.262454479932785,0.6226415094339622,0.4951621477937267
18,1.050529426762036,0.8721461187214612,0.8022696169910246,1.226703241467476,0.6226415094339622,0.514153755601124
19,1.0021640828677587,0.8995433789954338,0.8221822682561397,1.2460622042417526,0.5849056603773585,0.43871479774705585
20,1.0028385307107652,0.9360730593607306,0.8589447076302201,1.2019054889678955,0.6037735849056604,0.5236974789915966
21,1.0114320005689348,0.8949771689497716,0.8168023009586098,1.2728075981140137,0.5471698113207547,0.46768074031231927
22,0.9771673168454852,0.9041095890410958,0.8298101947782843,1.255132332444191,0.5094339622641509,0.4107692307692307
23,0.9561285121100289,0.9360730593607306,0.8603399524452156,1.2009485363960266,0.5849056603773585,0.4911274398116503
24,1.0105397488389696,0.9452054794520548,0.8640640061692693,1.3341499269008636,0.49056603773584906,0.4593426162735626
25,0.974694128547396,0.9360730593607306,0.8554876749779524,1.175616517663002,0.5660377358490566,0.4604671589504754
26,0.9108098575047084,0.9863013698630136,0.9705741476019412,1.2976414412260056,0.6226415094339622,0.5411764705882354
27,0.9765516860144479,0.9452054794520548,0.8666102044813331,1.2616602629423141,0.5660377358490566,0.4501171075059166
28,0.914338231086731,0.9726027397260274,0.9052095388918999,1.3257853984832764,0.5849056603773585,0.5033182250573555
29,0.9463728453431811,0.9771689497716894,0.9243100400124963,1.252614438533783,0.5094339622641509,0.4085631059519151
30,0.9245702028274536,0.9771689497716894,0.9248658837175583,1.375167116522789,0.5471698113207547,0.47207773220931115
31,0.9224136556897845,0.954337899543379,0.8762199278434503,1.293065458536148,0.5094339622641509,0.40985244934094034
32,0.9285451684679303,0.9771689497716894,0.9248658837175583,1.2507402747869492,0.5660377358490566,0.4637037037037038
33,0.9170020392962864,0.9771689497716894,0.9253456221198156,1.2779990136623383,0.6037735849056604,0.5238748648004546
34,0.9310955447810036,0.9863013698630136,0.9544212523719164,1.2545548230409622,0.5660377358490566,0.48441683919944784
35,0.9177273384162358,0.9954337899543378,0.9761517615176152,1.255836009979248,0.5471698113207547,0.46605680868838767
36,0.8955669275351933,0.9817351598173516,0.9376286068152261,1.2866068929433823,0.5471698113207547,0.45932941025500007
37,0.9291873957429614,0.9908675799086758,0.9738248366013071,1.307787910103798,0.5660377358490566,0.49220136588557645
38,0.9366747438907623,0.9863013698630136,0.9539523605762372,1.2741381525993347,0.5471698113207547,0.4677752351894228
39,0.9347558681453977,0.9908675799086758,0.9576470588235294,1.2751628756523132,0.5471698113207547,0.4677752351894228
40,0.9268328845500946,0.9908675799086758,0.97338238068289,1.2844476103782654,0.5283018867924528,0.45995472236891005
