epoch,train_loss,train_acc,val_loss,val_acc
1,1.6181020606647838,0.2968036529680365,1.383902634893145,0.3584905660377358
2,1.3508311369202353,0.4337899543378995,1.1227277900491441,0.4339622641509434
3,1.2641176743940874,0.4611872146118721,1.0635261237621307,0.5471698113207547
4,1.2634247769008984,0.45662100456621,1.1822677595274789,0.5094339622641509
5,1.1387499245730313,0.4520547945205479,0.9825281245367867,0.5660377358490566
6,1.0643183486028152,0.4977168949771689,0.9779915767056602,0.5471698113207547
7,1.0557268868793142,0.5296803652968036,0.8706646944795337,0.5660377358490566
8,1.1574446827173233,0.4885844748858447,1.1301848803247725,0.4339622641509434
9,0.9817442395470359,0.5114155251141552,1.02337332708495,0.49056603773584906
10,0.9517262065952474,0.5570776255707762,1.2402750934873308,0.37735849056603776
11,0.900773917815902,0.5159817351598174,1.1444968836648124,0.41509433962264153
12,0.941586725007404,0.5707762557077626,1.0592240308012282,0.37735849056603776
13,0.883293390544978,0.5662100456621004,1.0948800870350428,0.5849056603773585
14,0.8929616462100636,0.5662100456621004,1.1431728495018822,0.5471698113207547
15,0.7280773338946429,0.6484018264840182,1.2776428099189485,0.5094339622641509
16,0.7258648544549942,0.6438356164383562,1.244429009301322,0.49056603773584906
17,0.7488909187642011,0.5981735159817352,1.2232011343751634,0.4339622641509434
18,0.5696795355189931,0.7031963470319634,1.3247184540544237,0.5094339622641509
19,0.6134873640808192,0.6529680365296804,1.247312260525567,0.5283018867924528
20,0.603996672549031,0.6712328767123288,1.3901331371494703,0.41509433962264153
